# mic/ojph.test
ld: warning: duplicate -rpath '/usr/local/lib' ignored
ld: warning: duplicate -rpath '/opt/homebrew/lib' ignored
ld: warning: duplicate -rpath '/home/dibba/.local/lib' ignored
ld: warning: ignoring duplicate libraries: '-lc++'
ld: warning: search path '/home/dibba/.local/lib' not found
goos: darwin
goarch: arm64
pkg: mic/ojph
cpu: Apple M4 Pro
BenchmarkJPEGLSDecomp/MR/MIC-14         	      10	    488075 ns/op	 268.55 MB/s	 1230872 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/CT_ANKLE/MIC-4state-C-14            	      10	    706100 ns/op	 742.51 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_ANKLE/MIC-4state-SIMD-14         	      10	    772583 ns/op	 678.62 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_ANKLE/JPEGLS-14                  	      10	   1348571 ns/op	 388.77 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_ORT/MIC-14                       	      10	   2123142 ns/op	 246.94 MB/s	 2777088 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/CT_ORT/MIC-4state-14                	      10	   1882533 ns/op	 278.50 MB/s	 2777088 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/CT_ORT/MIC-4state-C-14              	      10	   1188917 ns/op	 440.98 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_ORT/MIC-4state-SIMD-14           	      10	   1128104 ns/op	 464.75 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_ORT/JPEGLS-14                    	      10	   2566254 ns/op	 204.30 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_CHEST/MIC-14                     	      10	   2066204 ns/op	 198.24 MB/s	 2547712 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/CT_CHEST/MIC-4state-14              	      10	   1612821 ns/op	 253.96 MB/s	 2547712 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/CT_CHEST/MIC-4state-C-14            	      10	   1096817 ns/op	 373.44 MB/s	  409600 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_CHEST/MIC-4state-SIMD-14         	      10	   1042642 ns/op	 392.85 MB/s	  409600 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_CHEST/JPEGLS-14                  	      10	   2624379 ns/op	 156.08 MB/s	  409600 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_HEAD/MIC-14                      	      10	    495217 ns/op	 264.68 MB/s	 1053696 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/MR_HEAD/MIC-4state-14               	      10	    386638 ns/op	 339.00 MB/s	 1053718 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/MR_HEAD/MIC-4state-C-14             	      10	    250454 ns/op	 523.34 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_HEAD/MIC-4state-SIMD-14          	      10	    215625 ns/op	 607.87 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_HEAD/JPEGLS-14                   	      10	    764888 ns/op	 171.36 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_INTERA/MIC-14                    	      10	   6727196 ns/op	 311.74 MB/s	 9316363 B/op	      12 allocs/op
BenchmarkJPEGLSDecomp/MR_INTERA/MIC-4state-14             	      10	   6183367 ns/op	 339.16 MB/s	 9316352 B/op	      12 allocs/op
BenchmarkJPEGLSDecomp/MR_INTERA/MIC-4state-C-14           	      10	   3551362 ns/op	 590.52 MB/s	 2097152 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_INTERA/MIC-4state-SIMD-14        	      10	   3363950 ns/op	 623.42 MB/s	 2097152 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_INTERA/JPEGLS-14                 	      10	  11044600 ns/op	 189.88 MB/s	 2097152 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/DX_HAND/MIC-14                      	      10	  16493962 ns/op	 253.04 MB/s	20520960 B/op	      11 allocs/op
BenchmarkJPEGLSDecomp/DX_HAND/MIC-4state-14               	      10	  13766833 ns/op	 303.16 MB/s	20520971 B/op	      11 allocs/op
BenchmarkJPEGLSDecomp/DX_HAND/MIC-4state-C-14             	      10	  10127921 ns/op	 412.09 MB/s	 4177920 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/DX_HAND/MIC-4state-SIMD-14          	      10	  10275492 ns/op	 406.17 MB/s	 4177920 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/DX_HAND/JPEGLS-14                   	      10	  27859529 ns/op	 149.81 MB/s	 4177920 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/DX_CHEST/MIC-14                     	      10	  17493333 ns/op	 229.88 MB/s	19505152 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/DX_CHEST/MIC-4state-14              	      10	  13501075 ns/op	 297.86 MB/s	19505163 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/DX_CHEST/MIC-4state-C-14            	      10	  10200625 ns/op	 394.23 MB/s	 4022272 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/DX_CHEST/MIC-4state-SIMD-14         	      10	   9683021 ns/op	 415.31 MB/s	 4022272 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/DX_CHEST/JPEGLS-14                  	      10	  33457562 ns/op	 120.20 MB/s	 4022272 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CR_THORAX/MIC-14                    	      10	  32428638 ns/op	 240.19 MB/s	33832960 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/CR_THORAX/MIC-4state-14             	      10	  24687296 ns/op	 315.51 MB/s	33832960 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/CR_THORAX/MIC-4state-C-14           	      10	  17801821 ns/op	 437.55 MB/s	 7790592 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CR_THORAX/MIC-4state-SIMD-14        	      10	  17619079 ns/op	 442.09 MB/s	 7790592 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CR_THORAX/JPEGLS-14                 	      10	  60476492 ns/op	 128.80 MB/s	 7790592 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET1/MIC-14                         	      10	    410396 ns/op	 319.38 MB/s	 1036288 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/PET1/MIC-4state-14                  	      10	    303338 ns/op	 432.10 MB/s	 1036288 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/PET1/MIC-4state-C-14                	      10	    183038 ns/op	 716.09 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET1/MIC-4state-SIMD-14             	      10	    179358 ns/op	 730.78 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET1/JPEGLS-14                      	      10	    574796 ns/op	 228.03 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET2/MIC-14                         	      10	    385954 ns/op	 339.61 MB/s	 1024000 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/PET2/MIC-4state-14                  	      10	    327583 ns/op	 400.12 MB/s	 1024000 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/PET2/MIC-4state-C-14                	      10	    194879 ns/op	 672.58 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET2/MIC-4state-SIMD-14             	      10	    178762 ns/op	 733.22 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/PET2/JPEGLS-14                      	      10	    596342 ns/op	 219.79 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_LUNG/MIC-14                      	      10	   2041038 ns/op	 256.87 MB/s	 2752534 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/CT_LUNG/MIC-4state-14               	      10	   1578508 ns/op	 332.14 MB/s	 2752512 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/CT_LUNG/MIC-4state-C-14             	      10	   1051188 ns/op	 498.76 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_LUNG/MIC-4state-SIMD-14          	      10	   1071646 ns/op	 489.24 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_LUNG/JPEGLS-14                   	      10	   2688971 ns/op	 194.98 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_PANCREAS/MIC-14                  	      10	   2371458 ns/op	 221.08 MB/s	 3547147 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/CT_PANCREAS/MIC-4state-14           	      10	   1861004 ns/op	 281.72 MB/s	 3547136 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/CT_PANCREAS/MIC-4state-C-14         	      10	   1196529 ns/op	 438.17 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_PANCREAS/MIC-4state-SIMD-14      	      10	   1182867 ns/op	 443.24 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/CT_PANCREAS/JPEGLS-14               	      10	   2917250 ns/op	 179.72 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_BRAIN/MIC-14                     	      10	    355758 ns/op	 460.54 MB/s	  977408 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/MR_BRAIN/MIC-4state-14              	      10	    317871 ns/op	 515.43 MB/s	  977408 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/MR_BRAIN/MIC-4state-C-14            	      10	    190704 ns/op	 859.13 MB/s	  163840 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_BRAIN/MIC-4state-SIMD-14         	      10	    192604 ns/op	 850.66 MB/s	  163840 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_BRAIN/JPEGLS-14                  	      10	    388475 ns/op	 421.75 MB/s	  163840 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_BREAST/MIC-14                    	      10	    348271 ns/op	 376.35 MB/s	 1001472 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/MR_BREAST/MIC-4state-14             	      10	    289550 ns/op	 452.67 MB/s	 1001472 B/op	       8 allocs/op
BenchmarkJPEGLSDecomp/MR_BREAST/MIC-4state-C-14           	      10	    169471 ns/op	 773.42 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_BREAST/MIC-4state-SIMD-14        	      10	    167758 ns/op	 781.31 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_BREAST/JPEGLS-14                 	      10	    474812 ns/op	 276.05 MB/s	  131072 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/MR_PROSTATE/MIC-14                  	      10	    634408 ns/op	 322.82 MB/s	 1414144 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/MR_PROSTATE/MIC-4state-14           	      10	    564133 ns/op	 363.03 MB/s	 1414144 B/op	       9 allocs/op
BenchmarkJPEGLSDecomp/MR_PROSTATE/MIC-4state-C-14         	      10	    313612 ns/op	 653.04 MB/s	  204800 B/op	       1 allocs/op
